from,to,date,value
29595,1721661,2017-08-25,3e+19
193337,4379311,2017-08-25,8e+17
193337,4172863,2017-08-25,5e+16
4153585,4379279,2017-08-25,2e+20
4379384,4376515,2017-08-25,9.1e+19
5,4379301,2017-08-25,2.27e+19
1748625,4379426,2017-08-25,8.674196428e+19
4379389,4376515,2017-08-25,8.86e+20
5,1970332,2017-08-25,1.73312504e+21
5,4379305,2017-08-25,3.5e+18
193337,4379316,2017-08-25,2.8e+18
4376515,231206,2017-08-25,8.3242646e+17
5,4379305,2017-08-25,3.999e+20
4376515,237504,2017-08-25,7.6255403274e+20
4379327,4379385,2017-08-25,8.86e+20
193337,4379386,2017-08-25,2.1381455e+20
4376515,2102478,2017-08-25,3.226587152e+19
4379346,4376515,2017-08-25,1.276e+19
4376515,4148396,2017-08-25,3.8364483294e+20
4376515,2083906,2017-08-25,1.6665625e+20
79947,4379420,2017-08-25,2.8981737633583887e+20
4376515,391440,2017-08-25,8.725458395e+19
4374456,334696,2017-08-25,1.6198e+21
1747716,3545292,2017-08-25,7.75e+19
3499950,334696,2017-08-25,1.46705644063e+21
4379408,4379409,2017-08-25,9.8e+18
4379308,4379309,2017-08-25,2.151864104e+19
2083981,4379320,2017-08-25,8.5521089e+18
183558,334696,2017-08-25,1.8973115e+21
446725,4379375,2017-08-25,5.88233714e+18
193337,2096565,2017-08-25,8.7360579e+20
49,4379423,2017-08-25,1.49e+20
5,4202575,2017-08-25,6.352631e+19
4376515,2083906,2017-08-25,3.2478078e+17
237487,2730243,2017-08-25,5.501178624e+19
16084,334696,2017-08-25,1.7807e+22
49,237634,2017-08-25,4.0949e+18
5,4379282,2017-08-25,1.56258973e+21
4371506,4379334,2017-08-25,1.45e+22
4379392,4376515,2017-08-25,8.460428613e+20
4376515,397998,2017-08-25,8.5511968e+17
111609,334696,2017-08-25,7e+21
4376515,4377751,2017-08-25,3.76547e+17
2605946,4379377,2017-08-25,9.423819534e+19
4379340,4376515,2017-08-25,2.695871038e+19
5,4379344,2017-08-25,5.33957e+19
4379370,4376515,2017-08-25,8.6013426943e+20
301547,4379318,2017-08-25,1.1e+19
4376515,4377242,2017-08-25,1.76e+20
4374479,334696,2017-08-25,1e+21
2083981,4379307,2017-08-25,4e+20
4376515,2084778,2017-08-25,3.426968908e+19
334666,4379319,2017-08-25,1e+19
4379290,4376515,2017-08-25,3.911047651e+19
4379273,4376515,2017-08-25,5.2259379661e+20
28381,4379277,2017-08-25,2e+20
193337,4379278,2017-08-25,9.1263801e+20
4379349,334696,2017-08-25,1.56268973e+21
4376515,1742577,2017-08-25,7.168289855e+20
2706551,334696,2017-08-25,2e+21
4376515,2082946,2017-08-25,1.675428384e+20
4376515,4377242,2017-08-25,5.39e+20
4376515,397998,2017-08-25,2.24729157e+19
4379286,4376515,2017-08-25,3.7e+19
193337,254869,2017-08-25,3.5185909e+21
5,4379342,2017-08-25,9e+17
334666,4379319,2017-08-25,1.2411221625e+20
2760516,1522940,2017-08-25,3.9987123443e+20
193337,469209,2017-08-25,4.8e+18
4376515,2076257,2017-08-25,1.77375066e+18
70272,4375169,2017-08-25,4e+22
4379429,4379430,2017-08-25,1e+17
193337,1748139,2017-08-25,1.776699e+19
4196304,4379314,2017-08-25,1.8764431155e+20
334611,4379303,2017-08-25,1.0081776638e+20
4376515,2199750,2017-08-25,1.687443654e+19
4376515,4027164,2017-08-25,1.4837357357e+20
193337,2749765,2017-08-25,5.428e+20
298729,4379391,2017-08-25,2e+21
193337,4371349,2017-08-25,1e+21
4376515,399752,2017-08-25,1.1272063358e+20
193337,4376515,2017-08-25,7.578e+20
49,340686,2017-08-25,2.498456057e+19
4379291,26522,2017-08-25,1.8429501441e+20
4216751,4379306,2017-08-25,1.647729508e+19
297678,4379302,2017-08-25,8.78e+20
4379351,334696,2017-08-25,1.433502802e+22
4156237,4379431,2017-08-25,5.48e+19
193337,4370621,2017-08-25,1.505e+19
193337,4385,2017-08-25,4.9174602e+20
4378967,12530,2017-08-25,8.304740373e+19
193337,469209,2017-08-25,4.9998e+21
235100,4379284,2017-08-25,2.133608137e+19
193337,446676,2017-08-25,8.334418e+19
4376515,2093844,2017-08-25,4.22955388e+18
4379343,4376515,2017-08-25,4.208632479e+19
4376515,4163761,2017-08-25,5.052010721e+19
2755412,334696,2017-08-25,6.56e+21
4379374,4379342,2017-08-25,5e+18
192974,4379294,2017-08-25,2e+19
4379345,4379346,2017-08-25,1.276e+19
2082036,4379287,2017-08-25,2.3947629518692e+19
4379396,49,2017-08-25,2.44709108e+21
2710424,4379379,2017-08-25,1e+18
441529,4379296,2017-08-25,4.4585098e+18
4379294,4376515,2017-08-25,2e+19
193337,4378961,2017-08-25,4.6949587e+20
4379324,4377727,2017-08-25,6.303694e+19
4379388,4376515,2017-08-25,8.86e+20
193337,469209,2017-08-25,7.9998e+21
4377727,4379421,2017-08-25,5.45e+18
17348,4379281,2017-08-25,1.43258e+18
4379303,4376515,2017-08-25,1.0081776638e+20
4379363,4379367,2017-08-25,6.0434264e+20
4379361,4376515,2017-08-25,4e+20
4379289,4379290,2017-08-25,3.911047651e+19
193337,469209,2017-08-25,2.96303177e+21
1760262,334696,2017-08-25,1.62061731e+21
4379380,4376515,2017-08-25,2.975526296213643e+17
4376515,1749277,2017-08-25,3.370296721e+19
2098410,4379280,2017-08-25,4.462822231e+19
4376515,4379383,2017-08-25,2.987614281e+19
237581,220203,2017-08-25,1.102091674e+22
4371506,4379334,2017-08-25,2e+22
2796509,4379428,2017-08-25,2.4997759391e+20
4379402,193335,2017-08-25,4.9e+18
4379417,4379418,2017-08-25,1e+18
4379350,334696,2017-08-25,3.9998e+21
193337,242484,2017-08-25,4.258e+20
236167,4378638,2017-08-25,2.5e+21
1776151,334696,2017-08-25,1.9996e+21
4379320,4376515,2017-08-25,8.5521089e+18
49,4379291,2017-08-25,1.8429501441e+20
193337,4379365,2017-08-25,2.75326e+19
1747716,4379425,2017-08-25,9.95e+19
4379362,49,2017-08-25,4e+20
4379327,4379389,2017-08-25,8.86e+20
4379418,4376515,2017-08-25,1e+18
211343,4379343,2017-08-25,4.208632479e+19
4379415,4379416,2017-08-25,5.92999266e+21
193337,2071673,2017-08-25,4.998e+20
193337,4379401,2017-08-25,1.796863e+21
4370722,4379271,2017-08-25,3.8e+18
198832,4379293,2017-08-25,3.498e+20
5,4379324,2017-08-25,6.303694e+19
5,4379374,2017-08-25,9.999e+20
209754,4373107,2017-08-25,9.98e+19
4379372,4376515,2017-08-25,3e+19
4379358,334696,2017-08-25,2.47505513e+21
4379385,4376515,2017-08-25,8.86e+20
49,2605604,2017-08-25,4.289e+19
2094711,4379272,2017-08-25,1.5616598814000002e+20
4379035,334696,2017-08-25,1.40525e+21
5,31786,2017-08-25,4.9990063508e+20
1725457,334696,2017-08-25,4.9998e+21
193337,447468,2017-08-25,1.998e+20
49,4379299,2017-08-25,5e+19
4376515,365973,2017-08-25,6.571729042e+19
4028776,4379335,2017-08-25,7.234336957099999e+20
4379276,4376515,2017-08-25,9.263673135e+19
4376515,2056918,2017-08-25,1.6813702363e+20
2084096,4379380,2017-08-25,2.975526296213643e+17
4379302,4376515,2017-08-25,8.78e+20
1586111,334696,2017-08-25,1.1298e+21
4379368,4379369,2017-08-25,5.078e+20
193337,2713056,2017-08-25,4.998e+20
2713056,242484,2017-08-25,4.998e+20
4379430,4379429,2017-08-25,1e+17
4376515,2086071,2017-08-25,2.5351084e+17
4376515,2080989,2017-08-25,3.38619266e+18
77870,4379341,2017-08-25,1.6448350012810288e+21
193337,234769,2017-08-25,2.48e+19
193337,4376360,2017-08-25,8e+17
193337,4157957,2017-08-25,1.5863145e+20
5,4376589,2017-08-25,1.842148e+21
65856,2854507,2017-08-25,7.123809998e+19
4376515,4374351,2017-08-25,2.3786638347e+20
2084099,4379384,2017-08-25,9.1e+19
49,244349,2017-08-25,1.43149992017e+21
49,88080,2017-08-25,1.2634462268e+20
193337,4379394,2017-08-25,5.48e+19
3701777,334696,2017-08-25,2.996136351e+21
4376515,2083970,2017-08-25,2.178888889e+19
193337,2195433,2017-08-25,4.9974166e+20
20229,4379333,2017-08-25,4.99237777e+21
5,4379373,2017-08-25,2.4623342e+20
5,4379427,2017-08-25,3.54644e+19
193337,247018,2017-08-25,1.368e+20
49,2645192,2017-08-25,2.174359334e+19
1747716,4379327,2017-08-25,4.01663979646e+21
96708,4379590,2017-08-26,5.255064222e+19
2094005,4379479,2017-08-26,2.22e+19
4379516,4376515,2017-08-26,7.335527073e+19
193337,4379601,2017-08-26,1.03285409729e+19
415865,4379561,2017-08-26,1e+18
4379362,49,2017-08-26,2.212455031886004e+21
193337,4376515,2017-08-26,1.8978e+21
4376515,22975,2017-08-26,8.9055970142e+20
2026684,4379568,2017-08-26,1.5e+20
193337,446852,2017-08-26,2.363315e+19
4376515,4379480,2017-08-26,2.5946521823e+20
4379582,1747716,2017-08-26,3.3550040041e+20
193337,352462,2017-08-26,2.898e+20
4379330,4379461,2017-08-26,1.4559370655536726e+19
2084344,305229,2017-08-26,1.998e+20
193337,2606616,2017-08-26,2.128e+20
1807220,2754877,2017-08-26,1.378227172e+19
4376515,2084270,2017-08-26,6.410667446e+19
4376515,28320,2017-08-26,4.208163485e+19
49,4375166,2017-08-26,9.6939884094e+20
1969401,4379558,2017-08-26,2.998e+20
4376515,4377242,2017-08-26,1.248e+21
2474971,4379579,2017-08-26,6.0638828876e+20
4379591,4379592,2017-08-26,1.17206852e+21
4376515,334763,2017-08-26,2.9228009176e+20
39233,1697941,2017-08-26,9.938396e+19
4082653,4379585,2017-08-26,6.7e+19
193337,4371848,2017-08-26,4.019689e+19
1747716,2090445,2017-08-26,3.036561597e+19
49,4379487,2017-08-26,3.040844828e+19
4379587,4379588,2017-08-26,1.6231745465e+20
4379471,1747716,2017-08-26,5e+20
49,214905,2017-08-26,2.28836977318e+21
4376515,381916,2017-08-26,6.9018640139e+20
4379439,4376515,2017-08-26,9e+20
4379362,49,2017-08-26,5e+20
4379445,4376515,2017-08-26,1e+19
4376515,4379490,2017-08-26,7.2476065e+19
193337,3406794,2017-08-26,9.8e+18
395749,4379575,2017-08-26,3.78954871e+19
452218,4379516,2017-08-26,7.335527073e+19
4376515,2023140,2017-08-26,1.63847935e+19
4211594,4379447,2017-08-26,1.059692438e+19
5,4379373,2017-08-26,4.6362581e+20
4379606,4379607,2017-08-26,3.8367567e+20
7809,4379538,2017-08-26,5e+20
4379603,49,2017-08-26,7.865042e+19
4379475,4376515,2017-08-26,9.98099914e+19
299146,4379503,2017-08-26,2e+18
1748625,4379426,2017-08-26,8.674196428e+19
193337,222991,2017-08-26,4.7615351e+20
4026856,4379576,2017-08-26,1.250157042e+19
4379595,4376515,2017-08-26,9e+20
39917,4379486,2017-08-26,2e+18
4379447,4376515,2017-08-26,1.059692438e+19
4379574,4376515,2017-08-26,1e+19
4379530,4376515,2017-08-26,1.9516940704531538e+19
3508935,4379550,2017-08-26,9.67e+20
299114,4379580,2017-08-26,7.3191595774e+20
4379593,4377727,2017-08-26,7e+19
4376515,2084292,2017-08-26,1.3374907595e+20
107324,4379556,2017-08-26,2.5e+19
244082,4379586,2017-08-26,6e+20
4379517,4376515,2017-08-26,9.074108242012516e+18
4174454,4379441,2017-08-26,4.651393798e+19
1679928,4370264,2017-08-26,1.5e+22
193337,2606616,2017-08-26,1.8e+18
237620,4379495,2017-08-26,4e+20
1679928,4370264,2017-08-26,5e+21
4379577,4376515,2017-08-26,1.311729763e+19
4379528,4376515,2017-08-26,1.2e+20
446926,446927,2017-08-26,3.350427e+19
2196380,4379555,2017-08-26,2e+20
193337,237830,2017-08-26,3.71e+19
4379512,4376515,2017-08-26,2.577e+19
193337,4376515,2017-08-26,2.048e+20
4379461,4376515,2017-08-26,1.4559370655536726e+19
5,4379562,2017-08-26,3.61e+19
4376515,4374626,2017-08-26,2.5252050304e+20
4379569,4379570,2017-08-26,1.0445613911e+20
103952,1517137,2017-08-26,4.95e+20
4376515,4172655,2017-08-26,3.656983235e+19
2023685,4379475,2017-08-26,9.98099914e+19
4376515,3462416,2017-08-26,4.286073083e+19
409064,4379474,2017-08-26,6e+20
2756106,4379455,2017-08-26,9.55231661e+20
91703,4379577,2017-08-26,1.311729763e+19
2083906,4379466,2017-08-26,1.6698103078e+20
4373452,4379542,2017-08-26,1.992109011e+19
49,4379438,2017-08-26,6.647903796e+19
193337,335899,2017-08-26,1.68e+19
299114,4379578,2017-08-26,9.4250653226e+20
196971,2754117,2017-08-26,2.5e+22
459392,1454383,2017-08-26,3e+18
4376515,2101231,2017-08-26,6.7015905161e+20
193337,446875,2017-08-26,6.594306e+20
4379437,4376515,2017-08-26,2e+19
252719,4379458,2017-08-26,1e+20
4376515,391440,2017-08-26,9.683302695e+19
349141,49,2017-08-26,1.015e+20
4376515,2093792,2017-08-26,8.5406657784e+20
4376515,4379534,2017-08-26,4.52258835e+18
193337,343315,2017-08-26,2.48e+19
4376515,2099084,2017-08-26,2.122910309e+20
4379586,4376515,2017-08-26,6e+20
459392,4379492,2017-08-26,9e+20
4376515,4379436,2017-08-26,1.3046496778e+20
193337,222991,2017-08-26,8e+17
4379495,4376515,2017-08-26,4e+20
193337,234809,2017-08-26,5.998e+20
1748625,4379452,2017-08-26,8.674196428e+19
193337,4379491,2017-08-26,3.3047569e+20
209124,4379499,2017-08-26,5.946e+20
367388,4379432,2017-08-26,2.5891276538e+20
193337,4379493,2017-08-26,8e+17
299114,4379574,2017-08-26,1e+19
49,329453,2017-08-26,3.411243829e+19
2084339,4379476,2017-08-26,2.6260362529e+20
39917,4379486,2017-08-26,2.2141715306036976e+20
4379578,4376515,2017-08-26,9.4250653226e+20
193337,4379546,2017-08-26,3.48e+19
193337,4376515,2017-08-26,7.278e+20
193337,2200038,2017-08-26,5.003e+20
1748625,4379426,2017-08-26,6.674196428e+19
4376515,4374626,2017-08-26,1.6721102757e+20
1587870,2046685,2017-08-26,2.7542e+21
4172737,4379565,2017-08-26,1.265702034e+19
1749339,4379468,2017-08-26,2.5e+20
31786,2196380,2017-08-26,2e+20
193337,1693118,2017-08-26,5.828e+19
2719317,441467,2017-08-26,4.703891272631742e+19
49,2710411,2017-08-26,4.8850401e+20
22261,4379472,2017-08-26,5.011061528e+19
4379585,4376515,2017-08-26,6.7e+19
4376515,4377751,2017-08-26,3.9341962e+17
208920,4379530,2017-08-26,1.9516940704531538e+19
4187576,4379505,2017-08-26,1.05819456e+19
237701,4379445,2017-08-26,1e+19
2197238,49,2017-08-26,6e+20
4379539,4376515,2017-08-26,9.1e+20
193337,4379563,2017-08-26,1.98e+19
5,22943,2017-08-26,9.143837e+19
95513,4379509,2017-08-26,5e+20
193337,4215066,2017-08-26,4.498688e+19
4376515,4379533,2017-08-26,5.79131264e+18
4373246,4379500,2017-08-26,5.242617437e+19
18256,39917,2017-08-26,2.2341715306036976e+20
193337,2200038,2017-08-26,8e+17
4379552,4376515,2017-08-26,3.0059248e+17
107324,4379557,2017-08-26,7.528383e+19
193337,4374482,2017-08-26,6.998e+20
4379557,4376515,2017-08-26,7.528383e+19
4379509,4376515,2017-08-26,5e+20
4376515,308386,2017-08-26,3.453936916e+19
2200362,49,2017-08-26,2.999e+20
193337,3541610,2017-08-26,9.5027485e+20
193337,4379567,2017-08-26,3.78e+19
49,1721626,2017-08-26,1.8969306876e+20
49,250490,2017-08-26,1.7808388e+18
2796509,4376630,2017-08-26,2.4997759391e+20
4376515,22975,2017-08-26,8.950459555e+20
4376515,4164120,2017-08-26,1.456884592e+19
2476937,4379589,2017-08-26,1.95089e+20
4376515,85706,2017-08-26,7.845659777e+19
193337,3360786,2017-08-26,8e+17
4376515,383617,2017-08-26,6.0089808e+18
4379508,4376515,2017-08-26,8.3e+19
4376515,4379488,2017-08-26,3.0660355959e+20
297165,4379439,2017-08-26,9e+20
4379547,4379552,2017-08-26,3.0059248e+17
193337,1970155,2017-08-26,1.5559026e+20
4376515,2084119,2017-08-26,4.78957769e+18
4376515,22975,2017-08-26,8.9097288812e+20
433056,4379482,2017-08-26,2.331922342e+19
4379511,1690441,2017-08-26,1e+21
5,4379481,2017-08-26,2.5156e+20
4379455,4376515,2017-08-26,9.55231661e+20
193337,299114,2017-08-26,7.4071595e+20
4379431,4376515,2017-08-26,5.48e+19
4379463,2745782,2017-08-26,2.5e+21
193337,3360786,2017-08-26,5.48e+19
193337,4379560,2017-08-26,5e+19
228543,2702252,2017-08-26,5e+20
441961,4379566,2017-08-26,1.130674267e+22
4376515,4377242,2017-08-26,7.67e+20
193337,4379564,2017-08-26,4e+20
5,4379521,2017-08-26,5.069e+20
4379568,4376515,2017-08-26,1.5e+20
353848,4379434,2017-08-26,5e+20
49,34302,2017-08-26,3.641447343e+19
193337,331996,2017-08-26,5.5640296e+20
193337,2071673,2017-08-26,5.1060338e+20
193337,4374686,2017-08-26,3.19468817e+21
4379604,4376515,2017-08-26,6e+19
4379523,4376515,2017-08-26,2.5515696105e+20
193337,4379581,2017-08-26,1.04069565e+21
4379494,4376515,2017-08-26,4e+20
4379579,4376515,2017-08-26,6.0638828876e+20
28574,4379532,2017-08-26,3.44363e+20
4379590,4376515,2017-08-26,5.255064222e+19
2846939,4379510,2017-08-26,2e+20
4376515,2094711,2017-08-26,9.3496667e+17
4376515,4378707,2017-08-26,4.48797817e+18
4379547,4379548,2017-08-26,4.15e+20
193337,71218,2017-08-26,2.2002e+20
4197252,4379478,2017-08-26,5.9e+19
228543,4379362,2017-08-26,2.212455031886004e+21
4376515,2710210,2017-08-26,1.233931626e+19
4379479,4376515,2017-08-26,2.22e+19
4376515,4098206,2017-08-26,2.805641486e+19
4379426,4379609,2017-08-26,6.674196428e+19
1872562,4379435,2017-08-26,1e+20
4376515,4098206,2017-08-26,1.183464256e+19
344256,4379525,2017-08-26,1.3543995e+20
2754117,49,2017-08-26,2.5e+22
4376267,4379507,2017-08-26,4.49959e+19
4379561,4376515,2017-08-26,1e+18
2087176,4379526,2017-08-26,2.38881222e+19
193337,4379584,2017-08-26,7.998e+20
193337,254143,2017-08-26,1.3925108e+20
49,4172405,2017-08-26,7.3761519735e+20
193337,4172498,2017-08-26,9.8e+18
18256,39917,2017-08-26,2.2241715306036976e+20
4027190,4379527,2017-08-26,1e+20
4376515,4116301,2017-08-26,2.3783537878e+20
4376515,4377242,2017-08-26,7.16e+20
193337,362339,2017-08-26,3.29429811e+21
49,2081533,2017-08-26,4.888783724e+19
2045917,4379450,2017-08-26,2e+18
429123,4379508,2017-08-26,8.3e+19
193337,109516,2017-08-26,8.24020725e+21
4376515,4196560,2017-08-26,3.051172249e+19
49,4379485,2017-08-26,1.12410616149e+21
2087540,4379604,2017-08-26,6e+19
193337,4379529,2017-08-26,4.7373364e+20
4376515,4134159,2017-08-26,9.1788532357e+20
1970798,4379484,2017-08-26,3.6921377e+20
4379443,4379444,2017-08-26,2.846e+20
4376515,4210623,2017-08-26,3.5824686e+18
1679928,2197238,2017-08-26,6e+20
2098410,4379456,2017-08-26,4.462822231e+19
193337,4379531,2017-08-26,7.88e+19
4376515,408303,2017-08-26,2.113609375e+19
2711732,4379603,2017-08-26,7.865042e+19
320676,4379554,2017-08-26,3e+20
193337,4376515,2017-08-26,1.4378e+21
2084602,4379457,2017-08-26,2.5612342008e+20
2084099,4379433,2017-08-26,2.993114767e+19
4376515,2084292,2017-08-26,5.599474957e+19
271294,119694,2017-08-26,5.5e+19
237620,4379496,2017-08-26,4e+20
193337,4378128,2017-08-26,3.453311e+19
49,4375166,2017-08-26,2.65669173956e+21
28381,4379277,2017-08-26,1.8e+20
4376515,4377242,2017-08-26,4.79e+20
4376515,2084292,2017-08-26,4.82454425e+18
49,4377833,2017-08-26,1.8536009045e+20
4379270,4379512,2017-08-26,2.577e+19
2026684,4379549,2017-08-26,3.867960003e+20
4197252,4379467,2017-08-26,5.942049484e+19
4376515,2087176,2017-08-26,2.38881222e+19
193337,75066,2017-08-26,1.7818e+21
4376515,4379498,2017-08-26,3.6683478793e+20
193337,4376515,2017-08-26,3.5938e+21
4379483,4376515,2017-08-26,5.0922211729e+20
193337,4379515,2017-08-26,3.1606888e+20
4379497,4376515,2017-08-26,4e+20
193337,4172701,2017-08-26,4.388e+20
1679928,4370264,2017-08-26,1e+22
446812,4379442,2017-08-26,7.922325977e+19
1769901,4379451,2017-08-26,3.02e+21
4376515,2084292,2017-08-26,5.258763248e+19
4376515,4155339,2017-08-26,4.2852616984e+20
1747716,417649,2017-08-26,3.248979214e+19
193337,4376940,2017-08-26,1.5456674e+20
193337,4379600,2017-08-26,4.7003305e+20
193337,4376262,2017-08-26,1.38e+19
193337,432225,2017-08-26,1.313056e+19
4379524,1747716,2017-08-26,9.94e+19
4379556,4376515,2017-08-26,2.5e+19
49,84583,2017-08-26,3.49464708653e+21
4208715,4379520,2017-08-26,7.277921e+18
4376515,2023081,2017-08-26,6e+19
4376515,4379535,2017-08-26,1.6492639127e+20
299114,4379573,2017-08-26,1e+19
4376515,435318,2017-08-26,3.963590566e+19
4376515,208889,2017-08-26,3.93111898e+18
3508935,4379550,2017-08-26,1e+19
233626,4379528,2017-08-26,1.2e+20
4379536,4376515,2017-08-26,5e+18
4376515,3335167,2017-08-26,3.38027925e+18
4379492,4376515,2017-08-26,9e+20
2082036,4379437,2017-08-26,2e+19
4228391,4379595,2017-08-26,9e+20
193337,301808,2017-08-26,1.998e+20
4379459,4376515,2017-08-26,8.231425372952714e+19
193337,4376515,2017-08-26,6.998e+20
4379543,4379544,2017-08-26,7.1660243e+19
4379540,4376515,2017-08-26,9e+20
3126152,4379465,2017-08-26,4.38796e+19
4376515,2084292,2017-08-26,8.596354416e+19
4376515,2086071,2017-08-26,3.0463995556e+20
228543,4379362,2017-08-26,5e+20
28574,4379532,2017-08-26,7.483e+19
4376515,4028390,2017-08-26,6.95114472e+18
237671,462753,2017-08-26,1.34395119881e+21
310975,4379513,2017-08-26,7.77e+20
193337,4379597,2017-08-26,3.44807e+19
4376515,120357,2017-08-26,4.8546513488e+20
193337,2755154,2017-08-26,1.73e+19
193337,4379471,2017-08-26,5e+20
4376515,2084292,2017-08-26,8.50011506e+19
18256,39917,2017-08-26,1e+18
193337,4379506,2017-08-26,2.998e+20
297165,4379539,2017-08-26,9.1e+20
4376515,4172443,2017-08-26,5.31489976e+19
4379526,4376515,2017-08-26,2.38881222e+19
433056,4379460,2017-08-26,2.331922342e+19
237805,237806,2017-08-26,9.8112882e+20
4376515,4377751,2017-08-26,3.8260058e+17
193337,439039,2017-08-26,4.98e+19
4379518,4376515,2017-08-26,1.209881098935002e+19
2045917,4379450,2017-08-26,3e+18
193337,4376940,2017-08-26,1.98e+19
193337,4371848,2017-08-26,1.77631637e+21
49,109207,2017-08-26,8.0542186902e+20
4379481,49,2017-08-26,2.5156e+20
4376515,225975,2017-08-26,6.763716415e+19
4379402,193335,2017-08-26,1.39e+19
4379522,4379523,2017-08-26,2.5515696105e+20
4174454,4379440,2017-08-26,4.651393798e+19
5,4379524,2017-08-26,9.94e+19
4376515,2084106,2017-08-26,3.37067991e+18
4376515,22975,2017-08-26,8.9350498202e+20
4379470,4376515,2017-08-26,3.4236888537e+20
4379551,4376515,2017-08-26,3.897e+20
4379565,4376515,2017-08-26,1.265702034e+19
4379330,4379459,2017-08-26,8.231425372952714e+19
303615,4379537,2017-08-26,5e+18
4376515,4377242,2017-08-26,5.8e+20
4376515,2084316,2017-08-26,5.09176337e+18
4376515,451178,2017-08-26,5.4365923e+17
2083906,4379446,2017-08-26,1.6698103078e+20
77554,4379519,2017-08-26,7.6034359342e+20
4376515,4196661,2017-08-26,2.8852555271e+20
1748625,4379426,2017-08-26,2e+19
462753,49,2017-08-26,1.34395119881e+21
193337,4376515,2017-08-26,1.048e+20
208920,4379518,2017-08-26,1.209881098935002e+19
4379555,4376515,2017-08-26,2e+20
303615,4379537,2017-08-26,5.5221485e+20
4379571,4376515,2017-08-26,2.367960003e+20
193337,4379489,2017-08-26,3.998e+20
30451,4379572,2017-08-26,5e+20
4379474,4376515,2017-08-26,6e+20
193337,4379594,2017-08-26,1.59e+20
237620,4379497,2017-08-26,4e+20
4376515,220660,2017-08-26,1.90980169e+19
299146,4379503,2017-08-26,2.03164e+20
193337,4168559,2017-08-26,1.128e+20
2026684,4379553,2017-08-26,3.867960003e+20
4379511,1690441,2017-08-26,9.93062853e+21
5,209988,2017-08-26,6.992e+20
5,4379598,2017-08-26,9.649e+20
4379478,4376515,2017-08-26,5.9e+19
4376515,4379477,2017-08-26,1.3193918141e+20
4376515,4373373,2017-08-26,4.7007230044e+20
1747716,349141,2017-08-26,1.015e+20
49,4379464,2017-08-26,1e+18
193337,23535,2017-08-26,3.99901342e+21
4376515,2083909,2017-08-26,3.783836669e+19
4376515,22975,2017-08-26,8.9651864762e+20
297165,4379540,2017-08-26,9e+20
5,1970332,2017-08-26,8.5555349e+20
4376515,22975,2017-08-26,8.9523605162e+20
5,4379502,2017-08-26,2.497e+20
2083906,4379448,2017-08-26,1.6698103078e+20
4379496,4376515,2017-08-26,4e+20
1748625,4379426,2017-08-26,4.674196428e+19
193337,446853,2017-08-26,1.560524e+19
4379513,4376515,2017-08-26,7.77e+20
4376515,4377242,2017-08-26,1e+21
29595,4379582,2017-08-26,3.3550040041e+20
193337,4379596,2017-08-26,6.48e+19
2026684,4379473,2017-08-26,3.867960003e+20
4379330,4379449,2017-08-26,1e+20
2846939,4379470,2017-08-26,3.4236888537e+20
193337,203955,2017-08-26,8.6936521e+20
4376515,451178,2017-08-26,7.2533706e+17
1679928,4370264,2017-08-26,9e+21
4376515,4218435,2017-08-26,1.1760011564e+20
4239,4379501,2017-08-26,7.592631e+19
4376515,4379498,2017-08-26,3.656209681e+20
4379432,4376515,2017-08-26,2.5891276538e+20
4376515,22975,2017-08-26,7.0340318471e+20
4377727,4372095,2017-08-26,1.9925e+20
193335,1943308,2017-08-26,2e+23
409064,4379483,2017-08-26,5.0922211729e+20
2702252,4379362,2017-08-26,5e+20
49,103641,2017-08-26,6.8462629545e+20
4376515,4374626,2017-08-26,1.8400962407e+20
4376515,4377242,2017-08-26,8.26e+20
4379503,1747716,2017-08-26,2.05164e+20
104860,237748,2017-08-26,2e+19
233462,79859,2017-08-26,4.2262383e+20
428770,4379593,2017-08-26,7e+19
193337,1713962,2017-08-26,5.0149488e+20
5,4379599,2017-08-26,1.1618e+21
193337,345127,2017-08-26,2.99017291e+21
193337,4379035,2017-08-26,1.775e+21
193337,199645,2017-08-26,7.78e+19
1872562,4379435,2017-08-26,1e+19
2026684,4379571,2017-08-26,2.367960003e+20
237620,4379494,2017-08-26,4e+20
193337,4379514,2017-08-26,4.998e+20
4379519,49,2017-08-26,7.6034359342e+20
4376515,4379490,2017-08-26,2.402455453e+19
193337,4379559,2017-08-26,8.6013799e+20
4379511,1690441,2017-08-26,1.001e+21
4376515,4379406,2017-08-26,1.9998e+21
4379442,4376515,2017-08-26,7.922325977e+19
459392,1454383,2017-08-26,9.8e+19
4376515,4172107,2017-08-26,5.937666149e+19
193337,4378974,2017-08-26,4.98e+19
4379476,4376515,2017-08-26,2.6260362529e+20
49,4370157,2017-08-26,6.22992526656e+21
193337,4379583,2017-08-26,3.998e+20
4376515,4377242,2017-08-26,1.353e+21
49,4379605,2017-08-26,2.284673028e+19
297165,4379536,2017-08-26,5e+18
237806,49,2017-08-26,9.8112882e+20
446898,446899,2017-08-26,1.92326323626e+21
1690441,4379511,2017-08-26,1e+18
4376515,4377242,2017-08-26,2.862e+21
228543,4379469,2017-08-26,8e+20
4379453,4379454,2017-08-26,2.0026744e+20
4376515,2037405,2017-08-26,9.959726556e+19
4376515,21702,2017-08-26,1.1927337042e+20
193337,4379504,2017-08-26,6.38e+19
